date,closed_pnl_sum,closed_pnl_mean,win_mean,notional_sum,notional_mean,trade_count,classification,signal
1970-01-01,10296958.943436,48.74900079269401,0.4112648183918494,1191187442.46,5639.451210373822,211224,Unknown,Neutral
